,url
570,https://www.leafly.com/hybrid/bubble-bomb
571,https://www.leafly.com/indica/bubble-cheese
572,https://www.leafly.com/hybrid/bubble-gum
573,https://www.leafly.com/hybrid/bubbleberry
574,https://www.leafly.com/indica/bubblegum-kush
575,https://www.leafly.com/hybrid/bubblegun
576,https://www.leafly.com/hybrid/bubblicious
577,https://www.leafly.com/indica/buckeye-purple
578,https://www.leafly.com/sativa/buddha-haze
579,https://www.leafly.com/indica/buddha-tahoe
580,https://www.leafly.com/hybrid/buddhas-hand
581,https://www.leafly.com/indica/buddhas-sister
582,https://www.leafly.com/sativa/buddhas-tooth
583,https://www.leafly.com/sativa/buffalo-bill
584,https://www.leafly.com/hybrid/bugatti-og
585,https://www.leafly.com/indica/burkle
586,https://www.leafly.com/hybrid/burmese-kush
587,https://www.leafly.com/hybrid/burnt-cookies
588,https://www.leafly.com/indica/butter-og
589,https://www.leafly.com/indica/butterscotch
590,https://www.leafly.com/sativa/buzz-bomb
591,https://www.leafly.com/sativa/c13-haze
592,https://www.leafly.com/hybrid/c3
593,https://www.leafly.com/hybrid/c3po
594,https://www.leafly.com/hybrid/c4
595,https://www.leafly.com/hybrid/cbd-blue-shark
596,https://www.leafly.com/indica/cbd-critical-cure
597,https://www.leafly.com/indica/cbd-critical-mass
598,https://www.leafly.com/hybrid/cbd-kush
599,https://www.leafly.com/sativa/cbd-lilly
600,https://www.leafly.com/sativa/cbd-mango-haze
601,https://www.leafly.com/hybrid/cbd-og
602,https://www.leafly.com/indica/cbd-ox
603,https://www.leafly.com/sativa/cbd-rich-blessing
604,https://www.leafly.com/indica/cbd-shark
605,https://www.leafly.com/indica/chr-super-og
